Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-mq2e,Manipulation: Randomise questionnaire elements?,Question Key,Response,branch-s3b7,branch-dgjt
1,1753307797540,23/07/2025 21:56,1753307797424,1,23/07/2025 22:56,234742,9,questionnaire-fif4,,48277884,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,No Voucher
2,1753307846075,23/07/2025 21:57,1753307845968,1,23/07/2025 22:57,234742,9,questionnaire-fif4,,48277884,BLINDED,13867638,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,820x1180,820x1073,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,48545,Eligible,No Voucher
1,1753351347240,24/07/2025 10:02,1753351347254,1,24/07/2025 11:02,234742,9,questionnaire-fif4,,48283352,BLINDED,13869196,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753351351647,24/07/2025 10:02,1753351351679,1,24/07/2025 11:02,234742,9,questionnaire-fif4,,48283352,BLINDED,13869196,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x551,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,4425,Eligible,Voucher
1,1753352799683,24/07/2025 10:26,1753352889007,1,24/07/2025 11:28,234742,9,questionnaire-fif4,,48283723,BLINDED,13869316,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1504x1003,1449x879,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753352951582,24/07/2025 10:29,1753353040871,1,24/07/2025 11:30,234742,9,questionnaire-fif4,,48283723,BLINDED,13869316,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1504x1003,1434x879,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,151864,Eligible,Voucher
1,1753353002568,24/07/2025 10:30,1753352915534,1,24/07/2025 11:28,234742,9,questionnaire-fif4,,48283797,BLINDED,13869340,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753353007199,24/07/2025 10:30,1753352920207,1,24/07/2025 11:28,234742,9,questionnaire-fif4,,48283797,BLINDED,13869340,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x585,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,4673,Eligible,Voucher
1,1753386927398,24/07/2025 19:55,1753386927543,1,24/07/2025 20:55,234742,9,questionnaire-fif4,,48295987,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1272x564,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753386941518,24/07/2025 19:55,1753386941715,1,24/07/2025 20:55,234742,9,questionnaire-fif4,,48295987,BLINDED,13872305,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1280x720,1257x564,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,14172,Eligible,Voucher
1,1753394954813,24/07/2025 22:09,1753394954761,1,24/07/2025 23:09,234742,9,questionnaire-fif4,,48297344,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,No Voucher
2,1753394993621,24/07/2025 22:09,1753394993624,1,24/07/2025 23:09,234742,9,questionnaire-fif4,,48297344,BLINDED,13872675,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x778,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,38863,Eligible,No Voucher
1,1753432191956,25/07/2025 08:29,1753432192937,1,25/07/2025 09:29,234742,9,questionnaire-fif4,,48302884,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1536x730,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753432214214,25/07/2025 08:30,1753432215210,1,25/07/2025 09:30,234742,9,questionnaire-fif4,,48302884,BLINDED,13873740,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1536x864,1521x730,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,22273,Eligible,Voucher
1,1753456343703,25/07/2025 15:12,1753456343624,1,25/07/2025 16:12,234742,9,questionnaire-fif4,,48313732,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,No Voucher
2,1753456347118,25/07/2025 15:12,1753456347023,1,25/07/2025 16:12,234742,9,questionnaire-fif4,,48313732,BLINDED,13875906,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 137.0.0.0,1470x956,1470x832,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,3399,Eligible,No Voucher
1,1753457043845,25/07/2025 15:24,1753454354960,1,25/07/2025 15:39,234742,9,questionnaire-fif4,,48314075,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753457203156,25/07/2025 15:26,1753454514133,1,25/07/2025 15:41,234742,9,questionnaire-fif4,,48314075,BLINDED,13875978,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1190x729,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,159173,Eligible,Voucher
1,1753466685939,25/07/2025 18:04,1753466685819,1,25/07/2025 19:04,234742,9,questionnaire-fif4,,48316596,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1440x812,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753466903137,25/07/2025 18:08,1753466902501,1,25/07/2025 19:08,234742,9,questionnaire-fif4,,48316596,BLINDED,13876620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1440x900,1425x812,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,216682,Eligible,Voucher
1,1753473751435,25/07/2025 20:02,1753473751355,1,25/07/2025 21:02,234742,9,questionnaire-fif4,,48318034,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753473873117,25/07/2025 20:04,1753473872935,1,25/07/2025 21:04,234742,9,questionnaire-fif4,,48318034,BLINDED,13876896,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1440x837,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,121580,Eligible,Voucher
1,1753548988839,26/07/2025 16:56,1753548987722,1,26/07/2025 17:56,234742,9,questionnaire-fif4,,48326616,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753549011422,26/07/2025 16:56,1753549010233,1,26/07/2025 17:56,234742,9,questionnaire-fif4,,48326616,BLINDED,13878626,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 137.0.0.0,1366x768,1366x633,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,22511,Eligible,Voucher
1,1753627057467,27/07/2025 14:37,1753627062851,1,27/07/2025 15:37,234742,9,questionnaire-fif4,,48335752,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x639,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753627087248,27/07/2025 14:38,1753627092647,1,27/07/2025 15:38,234742,9,questionnaire-fif4,,48335752,BLINDED,13880418,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x639,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,29797,Eligible,Voucher
1,1753673204805,28/07/2025 03:26,1753673204438,1,28/07/2025 04:26,234742,9,questionnaire-fif4,,48340471,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1707x898,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753673214129,28/07/2025 03:26,1753673213721,1,28/07/2025 04:26,234742,9,questionnaire-fif4,,48340471,BLINDED,13881637,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1707x1067,1692x898,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,9283,Eligible,Voucher
1,1753700253780,28/07/2025 10:57,1753700257413,1,28/07/2025 11:57,234742,9,questionnaire-fif4,,48346827,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x708,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753700414900,28/07/2025 11:00,1753700418493,1,28/07/2025 12:00,234742,9,questionnaire-fif4,,48346827,BLINDED,13883538,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1513x708,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,161080,Eligible,Voucher
1,1753705457941,28/07/2025 12:24,1753705457691,2,28/07/2025 14:24,234742,9,questionnaire-fif4,,48348911,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753705460598,28/07/2025 12:24,1753705460406,2,28/07/2025 14:24,234742,9,questionnaire-fif4,,48348911,BLINDED,13884078,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1371x724,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,2716,Eligible,Voucher
1,1753707232310,28/07/2025 12:53,1753707232332,1,28/07/2025 13:53,234742,9,questionnaire-fif4,,48349616,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x953,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753707239029,28/07/2025 12:53,1753707239088,1,28/07/2025 13:53,234742,9,questionnaire-fif4,,48349616,BLINDED,13884260,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1905x953,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,6756,Eligible,Voucher
1,1753710955071,28/07/2025 13:55,1753710954201,1,28/07/2025 14:55,234742,9,questionnaire-fif4,,48350689,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x911,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753710980429,28/07/2025 13:56,1753710979610,1,28/07/2025 14:56,234742,9,questionnaire-fif4,,48350689,BLINDED,13884574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1905x911,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,25409,Eligible,Voucher
1,1753710966355,28/07/2025 13:56,1753710966236,1,28/07/2025 14:56,234742,9,questionnaire-fif4,,48350690,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753710983461,28/07/2025 13:56,1753710983305,1,28/07/2025 14:56,234742,9,questionnaire-fif4,,48350690,BLINDED,13884575,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.4,1440x900,1440x820,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,17069,Eligible,Voucher
1,1753737011634,28/07/2025 21:10,1753737009569,1,28/07/2025 22:10,234742,9,questionnaire-fif4,,48361995,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1496x877,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753737015867,28/07/2025 21:10,1753737013758,1,28/07/2025 22:10,234742,9,questionnaire-fif4,,48361995,BLINDED,13886867,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1504x1003,1481x877,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,4189,Eligible,Voucher
1,1753781261478,29/07/2025 09:27,1753781261803,1,29/07/2025 10:27,234742,9,questionnaire-fif4,,48384064,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x551,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,No Voucher
2,1753781319699,29/07/2025 09:28,1753781320065,1,29/07/2025 10:28,234742,9,questionnaire-fif4,,48384064,BLINDED,13889770,,rejected - time limit reached,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1265x551,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,58262,Eligible,No Voucher
1,1753781720719,29/07/2025 09:35,1753781720582,1,29/07/2025 10:35,234742,9,questionnaire-fif4,,48384789,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1528x738,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,No Voucher
2,1753781724960,29/07/2025 09:35,1753781724833,1,29/07/2025 10:35,234742,9,questionnaire-fif4,,48384789,BLINDED,13889851,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 137.0.0.0,1536x864,1513x738,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,4251,Eligible,No Voucher
1,1753793197463,29/07/2025 12:46,1753793197256,1,29/07/2025 13:46,234742,9,questionnaire-fif4,,48395300,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1528x746,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,No Voucher
2,1753793215721,29/07/2025 12:46,1753793215551,1,29/07/2025 13:46,234742,9,questionnaire-fif4,,48395300,BLINDED,13891246,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 138.0.0.0,1536x864,1513x746,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,18296,Eligible,No Voucher
1,1753808742814,29/07/2025 17:05,1753808742647,1,29/07/2025 18:05,234742,9,questionnaire-fif4,,48405694,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753808751801,29/07/2025 17:05,1753808751760,1,29/07/2025 18:05,234742,9,questionnaire-fif4,,48405694,BLINDED,13892982,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.4,1470x956,1470x754,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,9113,Eligible,Voucher
1,1753892544573,30/07/2025 16:22,1753892544141,1,30/07/2025 17:22,234742,9,questionnaire-fif4,,48441687,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753892555940,30/07/2025 16:22,1753892555553,1,30/07/2025 17:22,234742,9,questionnaire-fif4,,48441687,BLINDED,13898927,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.5,1440x900,1264x742,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,11412,Eligible,Voucher
1,1753893352011,30/07/2025 16:35,1753893369169,-7,30/07/2025 09:36,234742,9,questionnaire-fif4,,48442222,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1366x768,1366x643,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753893359761,30/07/2025 16:35,1753893376940,-7,30/07/2025 09:36,234742,9,questionnaire-fif4,,48442222,BLINDED,13898999,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 141.0,1366x768,1349x643,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,7771,Eligible,Voucher
1,1753895760557,30/07/2025 17:16,1753895756541,1,30/07/2025 18:15,234742,9,questionnaire-fif4,,48443708,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1920x945,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753895765935,30/07/2025 17:16,1753895761967,1,30/07/2025 18:16,234742,9,questionnaire-fif4,,48443708,BLINDED,13899297,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1080,1905x945,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,5426,Eligible,Voucher
1,1753896027061,30/07/2025 17:20,1753896027926,1,30/07/2025 18:20,234742,9,questionnaire-fif4,,48443855,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1366x599,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753896031687,30/07/2025 17:20,1753896032550,1,30/07/2025 18:20,234742,9,questionnaire-fif4,,48443855,BLINDED,13899320,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,3840x2160,1351x599,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,4624,Eligible,Voucher
1,1753898344014,30/07/2025 17:59,1753898343717,1,30/07/2025 18:59,234742,9,questionnaire-fif4,,48445010,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1536x736,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753898350904,30/07/2025 17:59,1753898350599,1,30/07/2025 18:59,234742,9,questionnaire-fif4,,48445010,BLINDED,13899490,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 136.0.0.0,1536x864,1521x736,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,6882,Eligible,Voucher
1,1753899116186,30/07/2025 18:11,1753899115740,1,30/07/2025 19:11,234742,9,questionnaire-fif4,,48445287,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753899139876,30/07/2025 18:12,1753899139726,1,30/07/2025 19:12,234742,9,questionnaire-fif4,,48445287,BLINDED,13899548,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 130.0.0.0,393x873,1089x1895,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,23987,Eligible,Voucher
1,1753913950232,30/07/2025 22:19,1753913949838,-7,30/07/2025 15:19,234742,9,questionnaire-fif4,,48449480,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1366x641,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753913964988,30/07/2025 22:19,1753913964381,-7,30/07/2025 15:19,234742,9,questionnaire-fif4,,48449480,BLINDED,13900380,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 137.0.0.0,1366x768,1351x641,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,14544,Eligible,Voucher
1,1753959715142,31/07/2025 11:01,1753959714946,1,31/07/2025 12:01,234742,9,questionnaire-fif4,,48458317,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753959728915,31/07/2025 11:02,1753959728754,1,31/07/2025 12:02,234742,9,questionnaire-fif4,,48458317,BLINDED,13902549,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.2,1440x900,1440x820,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,13809,Eligible,Voucher
1,1753972262723,31/07/2025 14:31,1753972259645,2,31/07/2025 16:30,234742,9,questionnaire-fif4,,48461974,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753972381357,31/07/2025 14:33,1753972378125,2,31/07/2025 16:32,234742,9,questionnaire-fif4,,48461974,BLINDED,13903684,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1470x816,,,,Participant Info Sheet,8,selfreport_probe,No,END QUESTIONNAIRE,118480,Eligible,Voucher
1,1753975585804,31/07/2025 15:26,1753914086402,1,30/07/2025 23:21,234742,9,questionnaire-fif4,,48463205,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,,Participant Info Sheet,8,probe_selfreport,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
2,1753975635072,31/07/2025 15:27,1753914135690,1,30/07/2025 23:22,234742,9,questionnaire-fif4,,48463205,BLINDED,13903970,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 138.0.0.0,1440x900,1440x812,,,,Participant Info Sheet,8,probe_selfreport,No,END QUESTIONNAIRE,49289,Eligible,Voucher
1,1753978461527,31/07/2025 16:14,1753978460613,1,31/07/2025 17:14,234742,9,questionnaire-fif4,,48464067,BLINDED,13904200,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1739x979,1740x890,,,,Participant Info Sheet,8,selfreport_probe,No,BEGIN QUESTIONNAIRE,,Eligible,Voucher
