Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1741193272005,05/03/2025 16:47:52,1741193272005,0,05/03/2025 16:47:52,201675,16,questionnaire-x1jo,,44095641,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741193279654,05/03/2025 16:47:59,1741193279654,0,05/03/2025 16:47:59,201675,16,questionnaire-x1jo,,44095641,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,1,object-4
3,1741193279654,05/03/2025 16:47:59,1741193279654,0,05/03/2025 16:47:59,201675,16,questionnaire-x1jo,,44095641,BLIND,12533364,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 133.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,END,7641,,,,
1,1741196118624,05/03/2025 17:35:18,1741196118624,0,05/03/2025 17:35:18,201675,16,questionnaire-x1jo,,44097708,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741196122699,05/03/2025 17:35:22,1741196122699,0,05/03/2025 17:35:22,201675,16,questionnaire-x1jo,,44097708,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,1,object-4
3,1741196122699,05/03/2025 17:35:22,1741196122699,0,05/03/2025 17:35:22,201675,16,questionnaire-x1jo,,44097708,BLIND,12533365,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,END,4069,,,,
1,1741268677967,06/03/2025 13:44:37,1741268677967,0,06/03/2025 13:44:37,201675,16,questionnaire-x1jo,,44129794,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741268724264,06/03/2025 13:45:24,1741268724264,0,06/03/2025 13:45:24,201675,16,questionnaire-x1jo,,44129794,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,I found the passages intriguing and interesting to read about so that kept me from my mind wandering too much from the task at hand. ,,,fb_comment,1,object-4
3,1741268724264,06/03/2025 13:45:24,1741268724264,0,06/03/2025 13:45:24,201675,16,questionnaire-x1jo,,44129794,BLIND,12533366,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,,,,,info,,END,46290,,,,
1,1741350158447,07/03/2025 12:22:38,1741350158447,0,07/03/2025 12:22:38,201675,16,questionnaire-x1jo,,44162161,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741350161703,07/03/2025 12:22:41,1741350161703,0,07/03/2025 12:22:41,201675,16,questionnaire-x1jo,,44162161,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,1,object-4
3,1741350161703,07/03/2025 12:22:41,1741350161703,0,07/03/2025 12:22:41,201675,16,questionnaire-x1jo,,44162161,BLIND,12533367,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,END,3248,,,,
1,1741353809005,07/03/2025 13:23:29,1741353809005,0,07/03/2025 13:23:29,201675,16,questionnaire-x1jo,,44165777,BLIND,12533369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741353898899,07/03/2025 13:24:58,1741353898899,0,07/03/2025 13:24:58,201675,16,questionnaire-x1jo,,44165777,BLIND,12533369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"very interesting study, feel the presense of another participant could have contributed to mind wandering at points",,,fb_comment,1,object-4
3,1741353898900,07/03/2025 13:24:58,1741353898900,0,07/03/2025 13:24:58,201675,16,questionnaire-x1jo,,44165777,BLIND,12533369,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,END,89886,,,,
1,1741354435027,07/03/2025 13:33:55,1741354435027,0,07/03/2025 13:33:55,201675,16,questionnaire-x1jo,,44166776,BLIND,12533368,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741354489435,07/03/2025 13:34:49,1741354489435,0,07/03/2025 13:34:49,201675,16,questionnaire-x1jo,,44166776,BLIND,12533368,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,The instructions in this experiment were very clear so i understood what i had to do and found the overall experience relaxing.,,,fb_comment,1,object-4
3,1741354489435,07/03/2025 13:34:49,1741354489435,0,07/03/2025 13:34:49,201675,16,questionnaire-x1jo,,44166776,BLIND,12533368,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,END,54401,,,,
1,1741357977352,07/03/2025 14:32:57,1741357977352,0,07/03/2025 14:32:57,201675,16,questionnaire-x1jo,,44170452,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741358038190,07/03/2025 14:33:58,1741358038190,0,07/03/2025 14:33:58,201675,16,questionnaire-x1jo,,44170452,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,The participation was interesting and highlighted to me how my attention can vary depending on the topic/ time length.,,,fb_comment,1,object-4
3,1741358038191,07/03/2025 14:33:58,1741358038191,0,07/03/2025 14:33:58,201675,16,questionnaire-x1jo,,44170452,BLIND,12533370,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,,,,,info,,END,60831,,,,
1,1741358153163,07/03/2025 14:35:53,1741358153163,0,07/03/2025 14:35:53,201675,16,questionnaire-x1jo,,44170565,BLIND,12533371,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741358191936,07/03/2025 14:36:31,1741358191936,0,07/03/2025 14:36:31,201675,16,questionnaire-x1jo,,44170565,BLIND,12533371,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,It was harder to focus on the passages I was less interested in.,,,fb_comment,1,object-4
3,1741358191936,07/03/2025 14:36:31,1741358191936,0,07/03/2025 14:36:31,201675,16,questionnaire-x1jo,,44170565,BLIND,12533371,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,END,38766,,,,
1,1741793233293,12/03/2025 15:27:13,1741793233293,0,12/03/2025 15:27:13,201675,16,questionnaire-x1jo,,44338017,BLIND,12533372,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741793237071,12/03/2025 15:27:17,1741793237071,0,12/03/2025 15:27:17,201675,16,questionnaire-x1jo,,44338017,BLIND,12533372,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,1,object-4
3,1741793237071,12/03/2025 15:27:17,1741793237071,0,12/03/2025 15:27:17,201675,16,questionnaire-x1jo,,44338017,BLIND,12533372,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,END,3770,,,,
1,1741793460986,12/03/2025 15:31:00,1741793460986,0,12/03/2025 15:31:00,201675,16,questionnaire-x1jo,,44338236,BLIND,12533373,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741793465299,12/03/2025 15:31:05,1741793465299,0,12/03/2025 15:31:05,201675,16,questionnaire-x1jo,,44338236,BLIND,12533373,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,1,object-4
3,1741793465299,12/03/2025 15:31:05,1741793465299,0,12/03/2025 15:31:05,201675,16,questionnaire-x1jo,,44338236,BLIND,12533373,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,END,4306,,,,
1,1741793537646,12/03/2025 15:32:17,1741793537646,0,12/03/2025 15:32:17,201675,16,questionnaire-x1jo,,44338296,BLIND,12533374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741793546715,12/03/2025 15:32:26,1741793546715,0,12/03/2025 15:32:26,201675,16,questionnaire-x1jo,,44338296,BLIND,12533374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,1,object-4
3,1741793546715,12/03/2025 15:32:26,1741793546715,0,12/03/2025 15:32:26,201675,16,questionnaire-x1jo,,44338296,BLIND,12533374,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,END,9061,,,,
1,1741800907548,12/03/2025 17:35:07,1741800907548,0,12/03/2025 17:35:07,201675,16,questionnaire-x1jo,,44344152,BLIND,12533375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741800952317,12/03/2025 17:35:52,1741800952317,0,12/03/2025 17:35:52,201675,16,questionnaire-x1jo,,44344152,BLIND,12533375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,the questions about being on task made it difficult to maintain my concentration on what i was reading and remember what i had read in the early parts of the passage,,,fb_comment,1,object-4
3,1741800952318,12/03/2025 17:35:52,1741800952318,0,12/03/2025 17:35:52,201675,16,questionnaire-x1jo,,44344152,BLIND,12533375,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical B,Consent,Over 17,English as 1st language,,,,,info,,END,44762,,,,
1,1741858735610,13/03/2025 09:38:55,1741858735610,0,13/03/2025 09:38:55,201675,16,questionnaire-x1jo,,44362131,BLIND,12533376,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741858819174,13/03/2025 09:40:19,1741858819174,0,13/03/2025 09:40:19,201675,16,questionnaire-x1jo,,44362131,BLIND,12533376,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I think there was more pressure on the reading than there would be if we had done it in a neutral, more familiar place so my reading speed increased but accuracy decreased. I think the study was interesting to see and take part in though",,,fb_comment,1,object-4
3,1741858819174,13/03/2025 09:40:19,1741858819174,0,13/03/2025 09:40:19,201675,16,questionnaire-x1jo,,44362131,BLIND,12533376,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,END,83557,,,,
1,1741859927292,13/03/2025 09:58:47,1741859927292,0,13/03/2025 09:58:47,201675,16,questionnaire-x1jo,,44362661,BLIND,12533377,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741860195515,13/03/2025 10:03:15,1741860195515,0,13/03/2025 10:03:15,201675,16,questionnaire-x1jo,,44362661,BLIND,12533377,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,"I felt more focused on the paper task, while for the digital task I felt more tired and mind wandered a lot more. However, I'm not sure whether I fully processed the words in the paper task, while for the digital task I could relatively grasp what was happening. 

Also for the paper task, if reading time was timed, I was very confused about the instructions as to how to read the paper. Hence I just pressed spacebar and next, which doesn't indicate the time I spent to read. (Please put instructions like: only press the spacebar after you flip the page), or a test trial. Since my focus has to be shifted from the paper to the screen, I'm not sure whether it's an entirely fair measure?  

Also, regarding the questionnaire, social media to me is more about replying to/waiting for responses of my friends as opposed to doomscrolling. Which is done but not obsessed over. ",,,fb_comment,1,object-4
3,1741860195515,13/03/2025 10:03:15,1741860195515,0,13/03/2025 10:03:15,201675,16,questionnaire-x1jo,,44362661,BLIND,12533377,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,,,,,info,,END,268215,,,,
1,1741866211687,13/03/2025 11:43:31,1741866211687,0,13/03/2025 11:43:31,201675,16,questionnaire-x1jo,,44367539,BLIND,12533378,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741866226152,13/03/2025 11:43:46,1741866226152,0,13/03/2025 11:43:46,201675,16,questionnaire-x1jo,,44367539,BLIND,12533378,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,Very easy to follow instructions,,,fb_comment,1,object-4
3,1741866226152,13/03/2025 11:43:46,1741866226152,0,13/03/2025 11:43:46,201675,16,questionnaire-x1jo,,44367539,BLIND,12533378,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Physical A,Consent,Over 17,English as 1st language,,,,,info,,END,14458,,,,
1,1741869857404,13/03/2025 12:44:17,1741869857404,0,13/03/2025 12:44:17,201675,16,questionnaire-x1jo,,44369933,BLIND,12533379,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
2,1741869863659,13/03/2025 12:44:23,1741869863659,0,13/03/2025 12:44:23,201675,16,questionnaire-x1jo,,44369933,BLIND,12533379,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,Page 1,rnfxsa,1,How did you find participating in this experiment? Please tell us anything you'd like to share about your experience.,response,value,,,,fb_comment,1,object-4
3,1741869863659,13/03/2025 12:44:23,1741869863659,0,13/03/2025 12:44:23,201675,16,questionnaire-x1jo,,44369933,BLIND,12533379,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x945,Consent,,0,Feedback,2,Digital B,Consent,Over 17,English as 1st language,,,,,info,,END,6248,,,,
1,1741884055911,13/03/2025 16:40:55,1741884055911,0,13/03/2025 16:40:55,201675,16,questionnaire-x1jo,,44381234,BLIND,12533380,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 134.0.0.0,1920x1080,1912x954,Consent,,0,Feedback,2,Digital A,Consent,Over 17,English as 1st language,,,,,info,,BEGIN,,,,,
