Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-3edb,checkpoint-sudm,branch-hm4e,branch-vf4a,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
11,1719919036990,02/07/2024 11:17:16,1719922636990,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 3,mas9ez,3,"How difficult is it for you to disregard thoughts about contamination and refrain from behaviors such as washing, showering, cleaning, and other decontamination routines when you try to do so?",response,quantised,3,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 1: Q5,6,object-12
12,1719919036990,02/07/2024 11:17:16,1719922636990,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,About how much time have you spent each day thinking about the possibility of harm or disasters and engaging in checking or efforts to get reassurance that such things do not (or did not) occur?,response,value,Between 1 and 3 hours each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 2: Q1,2,object-17
13,1719919036991,02/07/2024 11:17:16,1719922636991,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,About how much time have you spent each day thinking about the possibility of harm or disasters and engaging in checking or efforts to get reassurance that such things do not (or did not) occur?,response,quantised,3,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 2: Q1,2,object-17
14,1719919036992,02/07/2024 11:17:16,1719922636992,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,To what extent have you avoided situations so that you did not have to check for danger or worry about possible harm or disasters?,response,value,A little avoidance,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 2: Q2,3,object-18
15,1719919036992,02/07/2024 11:17:16,1719922636992,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,To what extent have you avoided situations so that you did not have to check for danger or worry about possible harm or disasters?,response,quantised,2,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 2: Q2,3,object-18
16,1719919036993,02/07/2024 11:17:16,1719922636993,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"When you think about the possibility of harm or disasters, or if you cannot check or get reassurance about these things, how distressed or anxious did you become?",response,value,Moderately distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 2: Q3,4,object-19
17,1719919036993,02/07/2024 11:17:16,1719922636993,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"When you think about the possibility of harm or disasters, or if you cannot check or get reassurance about these things, how distressed or anxious did you become?",response,quantised,3,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 2: Q3,4,object-19
18,1719919036993,02/07/2024 11:17:16,1719922636993,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,value,"A little disruption, but I mostly function well",,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
19,1719919036994,02/07/2024 11:17:16,1719922636994,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by thoughts about harm or disasters and excessive checking or asking for reassurance?",response,quantised,2,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 2: Q4,5,object-20
20,1719919036995,02/07/2024 11:17:16,1719922636995,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,How difficult is it for you to disregard thoughts about possible harm or disasters and refrain from checking or reassurance-seeking behaviors when you try to do so?,response,value,Moderately difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 2: Q5,6,object-21
21,1719919036995,02/07/2024 11:17:16,1719922636995,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 5,pskvdw,5,How difficult is it for you to disregard thoughts about possible harm or disasters and refrain from checking or reassurance-seeking behaviors when you try to do so?,response,quantised,3,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 2: Q5,6,object-21
22,1719919036995,02/07/2024 11:17:16,1719922636995,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,About how much time have you spent each day with unwanted unpleasant thoughts and with behavioral or mental actions to deal with them?,response,value,Between 3 and 8 hours each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 3: Q1,2,object-26
23,1719919036996,02/07/2024 11:17:16,1719922636996,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,About how much time have you spent each day with unwanted unpleasant thoughts and with behavioral or mental actions to deal with them?,response,quantised,4,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 3: Q1,2,object-26
24,1719919036996,02/07/2024 11:17:16,1719922636996,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent have you been avoiding situations, places, objects and other reminders (e.g., numbers, people) that trigger unwanted or unpleasant thoughts?",response,value,A great deal of avoidance,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 3: Q2,3,object-27
25,1719919036997,02/07/2024 11:17:16,1719922636997,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent have you been avoiding situations, places, objects and other reminders (e.g., numbers, people) that trigger unwanted or unpleasant thoughts?",response,quantised,4,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 3: Q2,3,object-27
26,1719919036998,02/07/2024 11:17:16,1719922636998,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,When unwanted or unpleasant thoughts come to mind against your will how distressed or anxious did you become?,response,value,Severely distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 3: Q3,4,object-28
27,1719919036998,02/07/2024 11:17:16,1719922636998,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,When unwanted or unpleasant thoughts come to mind against your will how distressed or anxious did you become?,response,quantised,4,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 3: Q3,4,object-28
28,1719919036999,02/07/2024 11:17:16,1719922636999,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by unwanted and unpleasant thoughts and efforts to avoid or deal with such thoughts?",response,value,"Many things are disrupted, but I can still manage",,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 3: Q4,5,object-29
29,1719919036999,02/07/2024 11:17:16,1719922636999,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by unwanted and unpleasant thoughts and efforts to avoid or deal with such thoughts?",response,quantised,3,,"No disruption at all|A little disruption, but I mostly function well|Many things are disrupted, but I can still manage|My life is disrupted in many ways and I have trouble managing|My life is completely disrupted and I cannot function at all",Category 3: Q4,5,object-29
30,1719919036999,02/07/2024 11:17:16,1719922636999,1,02/07/2024 13:17:16,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,How difficult is it for you to disregard unwanted or unpleasant thoughts and refrain from using behavioral or mental acts to deal with them when you try to do so?,response,value,Very difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 3: Q5,6,object-30
31,1719919037000,02/07/2024 11:17:17,1719922637000,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 7,95re1y,7,How difficult is it for you to disregard unwanted or unpleasant thoughts and refrain from using behavioral or mental acts to deal with them when you try to do so?,response,quantised,4,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 3: Q5,6,object-30
32,1719919037001,02/07/2024 11:17:17,1719922637001,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"About how much time have you spent each day with unwanted thoughts about symmetry, order, or balance and with behaviors intended to achieve symmetry, order or balance?",response,value,Between 1 and 3 hours each day,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 4: Q1,2,object-35
33,1719919037002,02/07/2024 11:17:17,1719922637002,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"About how much time have you spent each day with unwanted thoughts about symmetry, order, or balance and with behaviors intended to achieve symmetry, order or balance?",response,quantised,3,,None at all|Less than 1 hour each day|Between 1 and 3 hours each day|Between 3 and 8 hours each day|8 hours or more each day,Category 4: Q1,2,object-35
34,1719919037002,02/07/2024 11:17:17,1719922637002,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent have you been avoiding situations, places or objects associated with feelings that something is not symmetrical or “just right?”",response,value,A little avoidance,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 4: Q2,3,object-36
35,1719919037003,02/07/2024 11:17:17,1719922637003,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent have you been avoiding situations, places or objects associated with feelings that something is not symmetrical or “just right?”",response,quantised,2,,None at all|A little avoidance|A moderate amount of avoidance|A great deal of avoidance|Extreme avoidance of nearly all things,Category 4: Q2,3,object-36
36,1719919037004,02/07/2024 11:17:17,1719922637004,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"When you have the feeling of something being “not just right,” how distressed or anxious did you become?",response,value,Moderately distressed/anxious,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 4: Q3,4,object-37
37,1719919037004,02/07/2024 11:17:17,1719922637004,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"When you have the feeling of something being “not just right,” how distressed or anxious did you become?",response,quantised,3,,Not at all distressed/anxious|Mildly distressed/anxious|Moderately distressed/anxious|Severely distressed/anxious|Extremely distressed/anxious,Category 4: Q3,4,object-37
38,1719919037005,02/07/2024 11:17:17,1719922637005,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by the feeling of things being “not just right,” and efforts to put things in order or make them feel right?",response,value,"A little disruption, but I mostly function well.",,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 4: Q4,5,object-38
39,1719919037005,02/07/2024 11:17:17,1719922637005,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"To what extent has your daily routine (work, school, self-care, social life) been disrupted by the feeling of things being “not just right,” and efforts to put things in order or make them feel right?",response,quantised,2,,"No disruption at all.|A little disruption, but I mostly function well.|Many things are disrupted, but I can still manage.|My life is disrupted in many ways and I have trouble managing.|My life is completely disrupted and I cannot function at all.",Category 4: Q4,5,object-38
40,1719919037006,02/07/2024 11:17:17,1719922637006,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"How difficult is it for you to disregard thoughts about the lack of symmetry and order, and refrain from urges to arrange things in order or repeat certain behaviors when you try to do so?",response,value,Moderately difficult,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 4: Q5,6,object-39
41,1719919037007,02/07/2024 11:17:17,1719922637007,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,Page 9,a7pnob,9,"How difficult is it for you to disregard thoughts about the lack of symmetry and order, and refrain from urges to arrange things in order or repeat certain behaviors when you try to do so?",response,quantised,3,,Not at all difficult|A little difficult|Moderately difficult|Very difficult|Extremely difficult,Category 4: Q5,6,object-39
42,1719919037008,02/07/2024 11:17:17,1719922637008,1,02/07/2024 13:17:17,179131,14,questionnaire-ephm,,38674089,BLIND,11354582,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1920x1080,1273x694,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set2,Consent,Over 18,Proficiency English,,,,,info,,END,,,,,
1,1720005764282,03/07/2024 11:22:44,1720009364282,1,03/07/2024 13:22:44,179131,14,questionnaire-ephm,,38723371,BLIND,11364937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1280x1024,1280x889,Consent,,0,Dimensional Obsessive-Compulsive Scale,7,Set1,Consent,Over 18,Proficiency English,,,,,info,,BEGIN,,,,,
